batter_id,season,sit_pa,baseline_pa,sit_k_pct,base_k_pct,dev_k_pct,sit_bb_pct,base_bb_pct,dev_bb_pct,sit_ibb_pct,base_ibb_pct,dev_ibb_pct,sit_contact_pct,base_contact_pct,dev_contact_pct,sit_fps_strike_pct,base_fps_strike_pct,dev_fps_strike_pct,sit_swing_pct,base_swing_pct,dev_swing_pct,era
gantr001,1990,1,630,0.0,0.1365079365079365,-0.1365079365079365,0.0,0.0793650793650793,-0.0793650793650793,0.0,0.0,0.0,0.0,0.2761904761904762,-0.2761904761904762,0.0,0.356997971602434,-0.356997971602434,1.0,0.4648283624085537,0.5351716375914463,expansion
justd001,1990,1,503,0.0,0.1829025844930417,-0.1829025844930417,0.0,0.1192842942345924,-0.1192842942345924,0.0,0.0079522862823061,-0.0079522862823061,0.0,0.246520874751491,-0.246520874751491,0.0,0.3692307692307692,-0.3692307692307692,0.6666666666666666,0.4668383773341918,0.1998282893324747,expansion
orsuj001,1990,1,464,0.0,0.1034482758620689,-0.1034482758620689,0.0,0.0797413793103448,-0.0797413793103448,0.0,0.0193965517241379,-0.0193965517241379,0.0,0.2392241379310344,-0.2392241379310344,1.0,0.3799126637554585,0.6200873362445415,0.5,0.4773139745916515,0.0226860254083484,expansion
bradp001,1990,1,494,0.0,0.1234817813765182,-0.1234817813765182,0.0,0.0910931174089068,-0.0910931174089068,0.0,0.0101214574898785,-0.0101214574898785,0.0,0.2186234817813765,-0.2186234817813765,0.0,0.3862660944206008,-0.3862660944206008,0.25,0.473832301631964,-0.223832301631964,expansion
kittr001,1990,1,368,0.0,0.2472826086956521,-0.2472826086956521,0.0,0.0652173913043478,-0.0652173913043478,0.0,0.0054347826086956,-0.0054347826086956,0.0,0.2119565217391304,-0.2119565217391304,0.0,0.3915492957746478,-0.3915492957746478,0.5,0.5271614384085692,-0.0271614384085692,expansion
penat001,1990,1,539,1.0,0.1298701298701298,0.8701298701298701,0.0,0.0742115027829313,-0.0742115027829313,0.0,0.0055658627087198,-0.0055658627087198,0.0,0.2393320964749536,-0.2393320964749536,1.0,0.3597678916827853,0.6402321083172147,0.6,0.4984193888303477,0.1015806111696522,expansion
quinc001,1990,1,571,1.0,0.12784588441331,0.87215411558669,0.0,0.0910683012259194,-0.0910683012259194,0.0,0.0,0.0,0.0,0.2574430823117338,-0.2574430823117338,1.0,0.3833333333333333,0.6166666666666667,0.5,0.4391395592864638,0.0608604407135361,expansion
ray-j001,1990,1,428,0.0,0.102803738317757,-0.102803738317757,0.0,0.0397196261682243,-0.0397196261682243,0.0,0.0046728971962616,-0.0046728971962616,0.0,0.2616822429906542,-0.2616822429906542,0.0,0.3805970149253731,-0.3805970149253731,1.0,0.491120218579235,0.5088797814207651,expansion
saboc001,1990,1,635,0.0,0.0913385826771653,-0.0913385826771653,0.0,0.0850393700787401,-0.0850393700787401,0.0,0.011023622047244,-0.011023622047244,1.0,0.2393700787401574,0.7606299212598425,0.0,0.4,-0.4,0.5,0.476936856247201,0.0230631437527989,expansion
winnh001,1990,1,176,1.0,0.1704545454545454,0.8295454545454546,0.0,0.0738636363636363,-0.0738636363636363,0.0,0.0056818181818181,-0.0056818181818181,0.0,0.2329545454545454,-0.2329545454545454,1.0,0.3714285714285714,0.6285714285714286,0.5,0.4925373134328358,0.0074626865671642,expansion
aloms001,1990,1,482,0.0,0.0954356846473029,-0.0954356846473029,0.0,0.0477178423236514,-0.0477178423236514,0.0,0.0041493775933609,-0.0041493775933609,0.0,0.2676348547717842,-0.2676348547717842,0.0,0.3547671840354767,-0.3547671840354767,0.3333333333333333,0.5326231691078562,-0.1992898357745229,expansion
maldc001,1990,1,650,0.0,0.2061538461538461,-0.2061538461538461,0.0,0.0692307692307692,-0.0692307692307692,0.0,0.0061538461538461,-0.0061538461538461,0.0,0.2476923076923076,-0.2476923076923076,0.0,0.4022988505747126,-0.4022988505747126,0.5,0.4924143909839618,0.0075856090160381,expansion
salam001,1990,1,186,1.0,0.1451612903225806,0.8548387096774194,0.0,0.1021505376344086,-0.1021505376344086,0.0,0.010752688172043,-0.010752688172043,0.0,0.2043010752688172,-0.2043010752688172,0.0,0.2921348314606741,-0.2921348314606741,0.4,0.4904153354632588,-0.0904153354632587,expansion
trama001,1990,1,636,0.0,0.0864779874213836,-0.0864779874213836,0.0,0.0959119496855346,-0.0959119496855346,0.0,0.0110062893081761,-0.0110062893081761,0.0,0.2672955974842767,-0.2672955974842767,0.0,0.3350083752093802,-0.3350083752093802,1.0,0.3920930232558139,0.607906976744186,expansion
mosel001,1990,1,486,0.0,0.1584362139917695,-0.1584362139917695,0.0,0.0925925925925925,-0.0925925925925925,0.0,0.0061728395061728,-0.0061728395061728,0.0,0.2201646090534979,-0.2201646090534979,1.0,0.3535791757049891,0.6464208242950109,1.0,0.4471677559912854,0.5528322440087146,expansion
fielc001,1990,1,672,0.0,0.2708333333333333,-0.2708333333333333,0.0,0.1175595238095238,-0.1175595238095238,0.0,0.0163690476190476,-0.0163690476190476,0.0,0.2366071428571428,-0.2366071428571428,0.0,0.3630672926447574,-0.3630672926447574,0.4,0.466260007624857,-0.066260007624857,expansion
coled001,1990,1,234,1.0,0.1581196581196581,0.8418803418803419,0.0,0.0598290598290598,-0.0598290598290598,0.0,0.0085470085470085,-0.0085470085470085,0.0,0.1923076923076923,-0.1923076923076923,1.0,0.3215859030837004,0.6784140969162995,0.4,0.4787472035794183,-0.0787472035794183,expansion
nichc001,1990,1,60,0.0,0.1833333333333333,-0.1833333333333333,0.0,0.1166666666666666,-0.1166666666666666,0.0,0.0166666666666666,-0.0166666666666666,1.0,0.15,0.85,0.0,0.2941176470588235,-0.2941176470588235,1.0,0.4296875,0.5703125,expansion
camik001,1990,1,595,0.0,0.1630252100840336,-0.1630252100840336,0.0,0.06890756302521,-0.06890756302521,0.0,0.0117647058823529,-0.0117647058823529,0.0,0.2201680672268907,-0.2201680672268907,,0.3747228381374722,,,0.4568911264946507,,expansion
bretg001,1990,1,606,0.0,0.1039603960396039,-0.1039603960396039,0.0,0.0693069306930693,-0.0693069306930693,0.0,0.0231023102310231,-0.0231023102310231,0.0,0.2953795379537954,-0.2953795379537954,0.0,0.3564356435643564,-0.3564356435643564,0.5,0.4703132304815334,0.0296867695184665,expansion
hatcm001,1990,1,140,0.0,0.1571428571428571,-0.1571428571428571,0.0,0.0357142857142857,-0.0357142857142857,0.0,0.0071428571428571,-0.0071428571428571,0.0,0.2,-0.2,0.0,0.2568807339449541,-0.2568807339449541,0.6666666666666666,0.5244215938303342,0.1422450728363324,expansion
brooh001,1990,2,616,0.0,0.1753246753246753,-0.1753246753246753,0.0,0.0373376623376623,-0.0373376623376623,0.0,0.0162337662337662,-0.0162337662337662,0.5,0.2435064935064935,0.2564935064935065,0.0,0.4336842105263158,-0.4336842105263158,0.5,0.5198366394399067,-0.0198366394399066,expansion
samuj001,1990,1,557,0.0,0.2262118491921005,-0.2262118491921005,0.0,0.0825852782764811,-0.0825852782764811,0.0,0.0089766606822262,-0.0089766606822262,1.0,0.2118491921005386,0.7881508078994615,,0.4009111617312073,,,0.4991222937390286,,expansion
deerr001,1990,1,510,1.0,0.2862745098039215,0.7137254901960784,0.0,0.1137254901960784,-0.1137254901960784,0.0,0.0117647058823529,-0.0117647058823529,0.0,0.1803921568627451,-0.1803921568627451,0.0,0.410204081632653,-0.410204081632653,0.2,0.4472511144130758,-0.2472511144130758,expansion
mosej001,1990,1,194,0.0,0.0979381443298969,-0.0979381443298969,0.0,0.0927835051546391,-0.0927835051546391,0.0,0.0051546391752577,-0.0051546391752577,0.0,0.1958762886597938,-0.1958762886597938,0.0,0.2577319587628865,-0.2577319587628865,0.5,0.465592972181552,0.034407027818448,expansion
raint001,1990,1,537,0.0,0.0800744878957169,-0.0800744878957169,0.0,0.1154562383612663,-0.1154562383612663,0.0,0.0148975791433892,-0.0148975791433892,0.0,0.2439478584729981,-0.2439478584729981,0.0,0.2990867579908676,-0.2990867579908676,0.6666666666666666,0.4192331866750471,0.2474334799916194,expansion
fitzm001,1990,1,382,0.0,0.1570680628272251,-0.1570680628272251,0.0,0.1518324607329843,-0.1518324607329843,0.0,0.0052356020942408,-0.0052356020942408,0.0,0.1989528795811518,-0.1989528795811518,0.0,0.3706070287539936,-0.3706070287539936,0.6666666666666666,0.3998377939983779,0.2668288726682887,expansion
martd002,1990,1,420,1.0,0.1119047619047619,0.888095238095238,0.0,0.0523809523809523,-0.0523809523809523,0.0,0.0047619047619047,-0.0047619047619047,0.0,0.2595238095238095,-0.2595238095238095,0.0,0.3493589743589743,-0.3493589743589743,0.2,0.436397400185701,-0.236397400185701,expansion
galaa001,1990,1,627,0.0,0.2695374800637958,-0.2695374800637958,0.0,0.0510366826156299,-0.0510366826156299,0.0,0.0127591706539074,-0.0127591706539074,0.0,0.2360446570972886,-0.2360446570972886,0.0,0.344294003868472,-0.344294003868472,0.5,0.5119349923819198,-0.0119349923819197,expansion
grism001,1990,1,319,0.0,0.1253918495297805,-0.1253918495297805,0.0,0.0783699059561128,-0.0783699059561128,0.0,0.006269592476489,-0.006269592476489,1.0,0.2288401253918495,0.7711598746081505,0.0,0.352112676056338,-0.352112676056338,0.6666666666666666,0.4344957587181904,0.2321709079484762,expansion
folet001,1990,1,177,0.0,0.1242937853107344,-0.1242937853107344,0.0,0.0564971751412429,-0.0564971751412429,0.0,0.0112994350282485,-0.0112994350282485,0.0,0.1977401129943503,-0.1977401129943503,1.0,0.3897058823529412,0.6102941176470589,1.0,0.5105042016806722,0.4894957983193277,expansion
balbs001,1990,1,306,0.0,0.2973856209150327,-0.2973856209150327,0.0,0.1078431372549019,-0.1078431372549019,0.0,0.0065359477124183,-0.0065359477124183,0.0,0.1666666666666666,-0.1666666666666666,0.0,0.3636363636363636,-0.3636363636363636,0.3333333333333333,0.4716981132075472,-0.1383647798742138,expansion
blowm001,1990,1,156,1.0,0.3141025641025641,0.6858974358974359,0.0,0.0705128205128205,-0.0705128205128205,0.0,0.0064102564102564,-0.0064102564102564,0.0,0.173076923076923,-0.173076923076923,0.0,0.4768211920529801,-0.4768211920529801,0.75,0.4536082474226804,0.2963917525773196,expansion
mattd001,1990,1,427,0.0,0.0468384074941452,-0.0468384074941452,0.0,0.0351288056206089,-0.0351288056206089,0.0,0.0304449648711943,-0.0304449648711943,1.0,0.234192037470726,0.765807962529274,0.0,0.3672985781990521,-0.3672985781990521,0.5,0.4275466284074605,0.0724533715925394,expansion
lyonb002,1990,1,87,0.0,0.1149425287356321,-0.1149425287356321,0.0,0.0229885057471264,-0.0229885057471264,0.0,0.0,0.0,0.0,0.2298850574712643,-0.2298850574712643,0.0,0.3837209302325581,-0.3837209302325581,0.3333333333333333,0.5501730103806228,-0.2168396770472895,expansion
teuft001,1990,1,191,0.0,0.1727748691099476,-0.1727748691099476,0.0,0.0732984293193717,-0.0732984293193717,0.0,0.0052356020942408,-0.0052356020942408,1.0,0.2198952879581152,0.7801047120418848,0.0,0.3189189189189189,-0.3189189189189189,0.3333333333333333,0.4449152542372881,-0.1115819209039548,expansion
josef001,1990,1,457,0.0,0.1772428884026258,-0.1772428884026258,0.0,0.0525164113785558,-0.0525164113785558,0.0,0.0,0.0,0.0,0.2472647702407002,-0.2472647702407002,1.0,0.3995433789954338,0.6004566210045662,1.0,0.5350701402805611,0.4649298597194389,expansion
steit001,1990,1,411,0.0,0.1605839416058394,-0.1605839416058394,0.0,0.0437956204379562,-0.0437956204379562,0.0,0.0024330900243309,-0.0024330900243309,1.0,0.2287104622871046,0.7712895377128954,0.0,0.3564102564102564,-0.3564102564102564,0.8,0.5424696645253391,0.257530335474661,expansion
krukj001,1990,2,513,0.0,0.1364522417153996,-0.1364522417153996,0.0,0.1033138401559454,-0.1033138401559454,0.0,0.0311890838206627,-0.0311890838206627,0.5,0.2495126705653021,0.2504873294346978,1.0,0.3795309168443497,0.6204690831556503,0.4,0.4585507246376811,-0.0585507246376811,expansion
hayec001,1990,1,596,0.0,0.1526845637583892,-0.1526845637583892,0.0,0.0419463087248322,-0.0419463087248322,0.0,0.0050335570469798,-0.0050335570469798,0.0,0.2432885906040268,-0.2432885906040268,0.0,0.3904235727440147,-0.3904235727440147,1.0,0.5366379310344828,0.4633620689655172,expansion
readr001,1990,1,252,0.0,0.1388888888888889,-0.1388888888888889,0.0,0.115079365079365,-0.115079365079365,0.0,0.0,0.0,0.0,0.2103174603174603,-0.2103174603174603,0.0,0.2669491525423729,-0.2669491525423729,1.0,0.4144050104384134,0.5855949895615866,expansion
lindj002,1990,1,560,0.0,0.0928571428571428,-0.0928571428571428,0.0,0.0285714285714285,-0.0285714285714285,0.0,0.0339285714285714,-0.0339285714285714,1.0,0.2375,0.7625,1.0,0.3774403470715835,0.6225596529284165,0.4285714285714285,0.4970684039087948,-0.0684969753373662,expansion
paglm001,1990,1,445,0.0,0.148314606741573,-0.148314606741573,0.0,0.0808988764044943,-0.0808988764044943,0.0,0.0067415730337078,-0.0067415730337078,0.0,0.2269662921348314,-0.2269662921348314,0.0,0.3270588235294118,-0.3270588235294118,1.0,0.506,0.494,expansion
marte001,1990,1,571,0.0,0.1085814360770578,-0.1085814360770578,0.0,0.1243432574430823,-0.1243432574430823,0.0,0.0052539404553415,-0.0052539404553415,0.0,0.2574430823117338,-0.2574430823117338,0.0,0.3730297723292469,-0.3730297723292469,0.5,0.3507048269970098,0.1492951730029901,expansion
davia002,1990,1,591,0.0,0.1150592216582064,-0.1150592216582064,0.0,0.1269035532994923,-0.1269035532994923,0.0,0.0169204737732656,-0.0169204737732656,0.0,0.2368866328257191,-0.2368866328257191,0.0,0.3739424703891709,-0.3739424703891709,0.5,0.3480083857442348,0.1519916142557651,expansion
mitck001,1990,1,588,0.0,0.1479591836734693,-0.1479591836734693,0.0,0.0833333333333333,-0.0833333333333333,0.0,0.0153061224489795,-0.0153061224489795,0.0,0.2585034013605442,-0.2585034013605442,,0.3612903225806451,,,0.4826113483831604,,expansion
bassk001,1990,1,231,0.0,0.1082251082251082,-0.1082251082251082,0.0,0.0476190476190476,-0.0476190476190476,0.0,0.0129870129870129,-0.0129870129870129,0.0,0.2337662337662337,-0.2337662337662337,,0.4011976047904191,,,0.4790940766550522,,expansion
colev001,1990,2,537,0.5,0.1620111731843575,0.3379888268156424,0.0,0.0633147113594041,-0.0633147113594041,0.0,0.0018621973929236,-0.0018621973929236,0.0,0.2700186219739292,-0.2700186219739292,0.0,0.3772102161100196,-0.3772102161100196,0.4285714285714285,0.478429203539823,-0.0498577749683944,expansion
zeilt001,1990,1,569,0.0,0.1353251318101933,-0.1353251318101933,0.0,0.1124780316344463,-0.1124780316344463,0.0,0.0052724077328646,-0.0052724077328646,0.0,0.2126537785588752,-0.2126537785588752,1.0,0.3477477477477477,0.6522522522522523,0.25,0.370806890299184,-0.120806890299184,expansion
walld001,1990,2,135,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.0592592592592592,-0.0592592592592592,0.0,0.0,0.0,0.0,0.2074074074074074,-0.2074074074074074,0.0,0.208,-0.208,0.5,0.4401805869074492,0.0598194130925507,expansion
franj002,1990,1,669,1.0,0.1225710014947683,0.8774289985052317,0.0,0.1180866965620328,-0.1180866965620328,0.0,0.0044843049327354,-0.0044843049327354,0.0,0.2571001494768311,-0.2571001494768311,0.0,0.3726993865030675,-0.3726993865030675,0.6,0.391653290529695,0.2083467094703049,expansion
incap001,1990,1,586,0.0,0.2491467576791808,-0.2491467576791808,1.0,0.0665529010238907,0.9334470989761092,0.0,0.0085324232081911,-0.0085324232081911,0.0,0.2098976109215017,-0.2098976109215017,0.0,0.3939929328621908,-0.3939929328621908,0.2,0.5076467686235816,-0.3076467686235816,expansion
stanm002,1990,1,225,1.0,0.1066666666666666,0.8933333333333333,0.0,0.1244444444444444,-0.1244444444444444,0.0,0.0088888888888888,-0.0088888888888888,0.0,0.2088888888888889,-0.2088888888888889,0.0,0.3318181818181818,-0.3318181818181818,0.75,0.4441833137485311,0.3058166862514688,expansion
fernt001,1990,1,720,0.0,0.0972222222222222,-0.0972222222222222,0.0,0.0930555555555555,-0.0930555555555555,0.0,0.0055555555555555,-0.0055555555555555,0.0,0.2430555555555555,-0.2430555555555555,1.0,0.3497822931785196,0.6502177068214804,0.4,0.4662626262626262,-0.0662626262626262,expansion
lee-m001,1990,1,420,1.0,0.2119047619047619,0.7880952380952381,0.0,0.0619047619047619,-0.0619047619047619,0.0,0.0,0.0,0.0,0.2261904761904762,-0.2261904761904762,1.0,0.4375,0.5625,0.5,0.4857324032974001,0.0142675967025998,expansion
mullr001,1990,1,119,0.0,0.1596638655462184,-0.1596638655462184,0.0,0.1680672268907563,-0.1680672268907563,0.0,0.0168067226890756,-0.0168067226890756,1.0,0.226890756302521,0.773109243697479,0.0,0.3027522935779816,-0.3027522935779816,0.3333333333333333,0.3756218905472637,-0.0422885572139303,expansion
